id,Heb,translit,Hebz,stamgegevens,parent,vergelijk,taal
2910,מגפיעשׁ,m-g-p-j-<sup>ʕ</sup>-s<sup>h</sup>,מגפיעש,MAGPIAS,NULL,NULL,H
2911,sabaqa,sabaqa,sabaqa,OVERTREFFEN (Arab.),NULL,NULL,NULL
2912,עתיה,<sup>ʕ</sup>-t<sup>h</sup>-j-h,עתיה,ATAJA,NULL,NULL,H
2913,עמשׁסי,<sup>ʕ</sup>-m-s<sup>h</sup>-s-j,עמשסי,AMASSAI,NULL,NULL,H
2914,ידותון,j-d-w-t<sup>h</sup>-w-l,ידותונ,JEDUTUN,NULL,NULL,H
2915,גשׁפא,g-s<sup>h</sup>-p-<sup>ʔ</sup>,גשפא,GISPA,NULL,NULL,H
2916,מללי,m-l-l-j,מללי,MILALAI,NULL,NULL,H
2917,מעי,m-<sup>ʕ</sup>-j,מעי,MAAI,NULL,NULL,H
2918,דיפת,d-j-p-t<sup>h</sup>,דיפת,DIPAT,NULL,NULL,H
2919,רדן,r-d-l,רדנ,RODAN,NULL,NULL,H
2920,צפי,<sup>t</sup>s-p-j,צפי,STAREN,NULL,NULL,H
2921,adsima,adsima,adsima,OPVLIEGEND (Arab.),NULL,NULL,NULL
2922,שׁשׁן,s<sup>h</sup>-s<sup>h</sup>-l,ששנ,SESAN,NULL,NULL,H
2923,זזא,z-z-<sup>ʔ</sup>,זזא,ZAZA,NULL,NULL,H
2924,ירחע,j-r-<sup>c</sup>h-<sup>ʕ</sup>,ירחע,JARCHA,NULL,NULL,H
2925,ססמי,s-s-m-j,ססמי,SISMAI,NULL,NULL,H
2926,גישׁן,g-j-s<sup>h</sup>-l,גישנ,GESAN,NULL,NULL,H
2927,שׁעף,s<sup>h</sup>-<sup>ʕ</sup>-p,שעפ,BALSEM (Aram.),NULL,NULL,H
2928,sabra,sabra,sabra,LEEUW (Arab.),NULL,NULL,NULL
2929,תרחנה,t<sup>h</sup>-r-<sup>c</sup>h-n-h,תרחנה,TIRCHANA,NULL,NULL,H
2930,פות,p-w-t<sup>h</sup>,פות,PUT,NULL,NULL,H
2931,שׁמה,s<sup>h</sup>-m-h,שמה,SUMA,NULL,NULL,H
2932,משׁרע,m-s<sup>h</sup>-r-<sup>ʕ</sup>,משרע,MISRA,NULL,NULL,H
2933,תרעה,t<sup>h</sup>-r-<sup>ʕ</sup>-h,תרעה,TIRA,NULL,NULL,H
2934,שׂוכה,sׂ-w-k-h,שוכה,SUKA,NULL,NULL,H
2936,chanabu,chanabu,chanabu,WEELDERIG+GROEIEN (Akk.),NULL,NULL,NULL
2937,צבב,<sup>t</sup>s-b-b,צבב,SOBEBA,NULL,NULL,H
2938,אחרחל,<sup>ʔ</sup>-<sup>c</sup>h-r-<sup>c</sup>h-l,אחרחל,ACHARCHEL,NULL,NULL,H
2939,רכה,r-k-h,רכה,REKA,NULL,NULL,H
2940,chatat,chatat,chatat,ZWAKTE,NULL,NULL,NULL
2941,tir,tir,tir,MACHT (Pers.),NULL,NULL,NULL
2942,ילון,j-l-w-l,ילונ,JALON,NULL,NULL,H
2943,bitit,bitit,bitit,KONINGIN (Egyp.),NULL,NULL,NULL
2944,שׁימון,s<sup>h</sup>-j-m-w-l,שימונ,SIMON,NULL,NULL,H
2945,תילון,t<sup>h</sup>-j-l-w-l,תילונ,TILON,NULL,NULL,H
2946,זוחת,z-w-<sup>c</sup>h-t<sup>h</sup>,זוחת,ZOCHET,NULL,NULL,H
2947,לעד,l-<sup>ʕ</sup>-d,לעד,VLEES+OP+KEEL,NULL,NULL,H
2948,בראי,b-r-<sup>ʔ</sup>-j,בראי,BIRI,NULL,NULL,H
2949,יושׁה,j-w-s<sup>h</sup>-h,יושה,JOSA,NULL,NULL,H
2950,ישׁוח,j-s<sup>h</sup>-w-<sup>c</sup>h,ישוח,JESOCHA,NULL,NULL,H
2951,זיזא,z-j-z-<sup>ʔ</sup>,זיזא,ZIZA,NULL,NULL,H
2952,שׁפם,s<sup>h</sup>-p-m,שפמ,SAPAM,NULL,NULL,H
2953,נודב,n-w-d-b,נודב,NODAB,NULL,NULL,H
2954,הרא,h-r-<sup>ʔ</sup>,הרא,HARA,NULL,NULL,H
2955,יאתרי,j-<sup>ʔ</sup>-t<sup>h</sup>-r-j,יאתרי,JEATRAI,NULL,NULL,H
2956,ושׁני,w-s<sup>h</sup>-n-j,ושני,WASNI,NULL,NULL,H
2957,חילז,<sup>c</sup>h-j-l-z,חילז,CHILEZ,NULL,NULL,H
2958,עלמת,<sup>ʕ</sup>-l-m-t<sup>h</sup>,עלמת,ALEMET,NULL,NULL,H
2959,rafich,rafich,rafich,RIJK+IN+GOEDEREN (Arab.),NULL,NULL,NULL
2960,תלח,t<sup>h</sup>-l-<sup>c</sup>h,תלח,TELACH,NULL,NULL,H
2961,ברזית,b-r-z-j-t<sup>h</sup>,ברזית,BIRZAIT,NULL,NULL,H
2962,פסך,p-s-k,פסכ,PASAK,NULL,NULL,H
2963,aswatun,aswatun,aswatun,KENNISGEBREK,NULL,NULL,NULL
2964,רהגה,r-h-g-h,רהגה,ROGA,NULL,NULL,H
2965,הלם,hálam,הלמ,HELEM,NULL,NULL,H
2966,chr,chr,chr,HORUS (Egyp),NULL,NULL,NULL
2967,nfr,nfr,nfr,GOED (Egyp),NULL,NULL,NULL
2968,ברי,b-r-j,ברי,BERI,NULL,NULL,H
2969,פספה,p-s-p-h,פספה,PISPA,NULL,NULL,H
2970,ארא,<sup>ʔ</sup>-r-<sup>ʔ</sup>,ארא,ARA,NULL,NULL,H
2971,רח,r-<sup>c</sup>h,רח,RACH,NULL,NULL,H
2972,שׁפופן,s<sup>h</sup>-p-w-p-l,שפופנ,SEPUPAN,NULL,NULL,H
2973,מישׁא,m-j-s<sup>h</sup>-<sup>ʔ</sup>,מישא,MESA,NULL,NULL,H
2974,משׁעם,m-s<sup>h</sup>-<sup>ʕ</sup>-m,משעמ,MISAM,NULL,NULL,H
2975,שׁשׁק,s<sup>h</sup>-s<sup>h</sup>-q,ששק,SASAK,NULL,NULL,H
2976,יוחא,j-w-<sup>c</sup>h-<sup>ʔ</sup>,יוחא,JOCHA,NULL,NULL,H
2977,yazli,yazli,yazli,LANG+LEVEN (Arab),NULL,NULL,NULL
2978,ערשׁ,<sup>ʕ</sup>-r-s<sup>h</sup>,ערש,PLANTEN,NULL,NULL,H
2979,מקלות,m-q-l-w-t<sup>h</sup>,מקלות,MIKLOT,NULL,NULL,H
2980,שׁמאה,s<sup>h</sup>-m-<sup>ʔ</sup>-h,שמאה,SIMEA,NULL,NULL,H
2981,פיתון,p-j-t<sup>h</sup>-w-l,פיתונ,PITON,NULL,NULL,H
2982,תארע,t<sup>h</sup>-<sup>ʔ</sup>-r-<sup>ʕ</sup>,תארע,TAREA,NULL,NULL,H
2983,בקבקר,b-q-b-q-r,בקבקר,BAKBAKAR,NULL,NULL,H
2984,תחרע,t<sup>h</sup>-<sup>c</sup>h-r-<sup>ʕ</sup>,תחרע,TACHREA,NULL,NULL,H
2985,יערה,j-<sup>ʕ</sup>-r-h,יערה,JARA,NULL,NULL,H
2986,עילי,<sup>ʕ</sup>-j-l-j,עילי,ILAI,NULL,NULL,H
2987,גיזון,g-j-z-w-l,גיזונ,GIZON,NULL,NULL,H
2988,שׁגה,s<sup>h</sup>ágah,שגה,SAGE,NULL,NULL,H
2989,מכרה,m-k-r-h,מכרה,MEKERA,NULL,NULL,H
2990,אזבי,<sup>ʔ</sup>-z-b-j,אזבי,EZBAI,NULL,NULL,H
2991,מתני,m-t<sup>h</sup>-n-j,מתני,MITNI,NULL,NULL,H
2992,תיץ,t<sup>h</sup>-j-<sup>t</sup>s,תיצ,TIS,NULL,NULL,H
2993,מחוי,m-<sup>c</sup>h-w-j,מחוי,MACHAWI,NULL,NULL,H
2994,gdw,gdw,gdw,VOEDEN (Arab.),NULL,NULL,NULL
2995,שׁמירמות,s<sup>h</sup>-m-j-r-m-w-t<sup>h</sup>,שמירמות,SEMIRAMOT,NULL,NULL,H
2996,כון,kun,כונ,KUN,NULL,NULL,H
2997,פשׂע,pása<sup>ʕ</sup>,פשע,ACHTERWERK,NULL,NULL,H
2998,שׁופך,s<sup>h</sup>-w-p-k,שופכ,SOPAK,NULL,NULL,H
2999,זינא,z-j-n-<sup>ʔ</sup>,זינא,ZINA,NULL,NULL,H
3000,שׂערים,sׂ-<sup>ʕ</sup>-r-j-m,שערימ,SEORIM,NULL,NULL,H
3001,שׁרטי,s<sup>h</sup>-r-t-j,שרטי,SITRAI,NULL,NULL,H
3002,wazza,wazza,wazza,AANSPOREN (Arab),NULL,NULL,NULL
3003,פרוים,p-r-w-j-m,פרוימ,PARWAIM,NULL,NULL,H
3004,סכי,s-k-j,סכי,SUKKI,NULL,NULL,H
3005,אבנה,<sup>ʔ</sup>-b-n-h,אבנה,ABANA,NULL,NULL,H
3006,bag,bag,bag,VOEDSEL (Pers),NULL,NULL,NULL
3007,שׁיא,s<sup>h</sup>-j-<sup>ʔ</sup>,שיא,SEJA,NULL,NULL,H
3008,שׁמלי,s<sup>h</sup>-m-l-j,שמלי,SAMLAI,NULL,NULL,H
3009,חרא,<sup>c</sup>h-r-<sup>ʔ</sup>,חרא,UITGEHOLD,NULL,NULL,H
3010,אבי,<sup>ʔ</sup>-b-j,אבי,ALS+TOCH,NULL,NULL,H
3011,surachuna,surachuna,surachuna,SARUCHEN,NULL,NULL,NULL
